person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
28,female,High School,44076,6,OWN,15250,MEDICAL,12.98,0.35,10,568,Yes,0
28,male,Bachelor,44338,6,MORTGAGE,4000,MEDICAL,6.91,0.09,8,597,Yes,0
28,female,Bachelor,38428,6,RENT,3600,DEBTCONSOLIDATION,6.39,0.09,7,704,Yes,0
27,male,High School,44219,4,MORTGAGE,7000,HOMEIMPROVEMENT,12.98,0.16,7,668,No,0
29,male,Bachelor,43018,5,RENT,3600,EDUCATION,8.94,0.08,10,597,No,0
30,female,Bachelor,43107,7,RENT,3600,PERSONAL,12.73,0.08,6,630,Yes,0
27,male,Associate,44340,4,OWN,1050,MEDICAL,14.72,0.02,5,655,Yes,0
34,female,High School,44371,11,RENT,3600,VENTURE,13.49,0.08,7,581,Yes,0
30,male,Bachelor,43982,7,MORTGAGE,3000,VENTURE,6.39,0.07,10,669,Yes,0
29,female,Associate,44443,7,MORTGAGE,20000,PERSONAL,11.01,0.45,6,644,No,0
35,male,High School,44180,13,MORTGAGE,5000,EDUCATION,11.12,0.11,6,658,No,0
27,male,Associate,44419,0,RENT,3600,DEBTCONSOLIDATION,11.01,0.08,10,650,No,0
28,male,Associate,45748,4,RENT,3600,EDUCATION,14.11,0.08,7,516,Yes,0
28,female,High School,47170,7,RENT,3600,VENTURE,11.12,0.08,7,645,Yes,0
28,female,Associate,48394,5,RENT,3600,MEDICAL,11.99,0.07,9,699,Yes,0
35,male,Associate,41882,14,RENT,3600,MEDICAL,16.32,0.09,5,675,No,0
28,male,Master,44549,4,MORTGAGE,6000,VENTURE,15.21,0.13,7,657,Yes,0
27,female,Associate,44019,7,MORTGAGE,10000,HOMEIMPROVEMENT,7.88,0.23,6,690,No,0
29,male,Associate,48940,7,RENT,3600,DEBTCONSOLIDATION,12.23,0.07,7,697,No,0
29,male,High School,44451,6,OWN,5300,HOMEIMPROVEMENT,7.14,0.12,6,692,No,0
29,female,Bachelor,48934,2,RENT,3600,EDUCATION,8.59,0.07,8,653,Yes,0
27,female,Master,48970,7,RENT,3600,MEDICAL,14.84,0.07,7,660,Yes,0
33,male,Bachelor,51674,10,RENT,3600,MEDICAL,12.68,0.07,5,692,No,0
30,male,Bachelor,44352,7,MORTGAGE,5000,VENTURE,13.85,0.11,5,650,No,0
29,female,Associate,45947,4,RENT,11000,VENTURE,8.49,0.24,5,631,No,0
30,male,Master,46914,6,RENT,11000,VENTURE,7.51,0.23,8,649,Yes,0
29,male,Bachelor,47059,8,RENT,11000,EDUCATION,7.49,0.23,7,614,Yes,0
27,male,Bachelor,47542,3,RENT,11000,PERSONAL,11.01,0.23,7,653,Yes,0
33,male,Bachelor,44264,10,MORTGAGE,7800,PERSONAL,7.14,0.18,10,600,No,0
30,female,Bachelor,51171,11,RENT,11000,MEDICAL,10.36,0.21,10,491,Yes,0
29,female,Bachelor,51588,8,RENT,11000,MEDICAL,10.38,0.21,10,538,Yes,0
30,male,Bachelor,51370,9,RENT,11000,EDUCATION,12.53,0.21,9,637,Yes,0
27,male,Master,44015,3,MORTGAGE,6000,PERSONAL,10.25,0.14,10,692,Yes,0
27,male,Master,44100,3,OWN,14400,EDUCATION,10.62,0.33,9,634,Yes,0
29,male,Bachelor,53995,11,RENT,11000,VENTURE,7.29,0.2,6,583,Yes,0
35,male,Associate,44265,15,OWN,8000,VENTURE,12.53,0.18,10,697,Yes,0
34,male,High School,53728,11,RENT,11000,EDUCATION,13.79,0.2,6,696,Yes,0
30,female,Associate,44149,7,MORTGAGE,11500,PERSONAL,13.57,0.26,8,545,Yes,0
33,male,Bachelor,44427,10,OWN,10000,PERSONAL,7.74,0.23,7,633,Yes,0
28,male,Associate,55221,6,RENT,11000,MEDICAL,11.99,0.2,7,664,No,0
27,male,Doctorate,47991,4,RENT,11000,MEDICAL,16.07,0.23,9,650,No,0
31,female,Bachelor,57413,10,RENT,11000,MEDICAL,11.14,0.19,9,714,Yes,0
27,female,High School,50327,4,RENT,11000,DEBTCONSOLIDATION,15.33,0.22,7,628,No,0
28,male,Bachelor,50941,6,RENT,11000,MEDICAL,15.33,0.22,5,583,No,0
32,female,Associate,58563,10,RENT,11000,MEDICAL,7.51,0.19,10,680,No,0
27,female,Associate,59933,5,RENT,11000,MEDICAL,11.01,0.18,10,609,Yes,0
30,male,Associate,43997,9,MORTGAGE,15000,MEDICAL,11.83,0.34,5,606,Yes,0
33,female,Bachelor,62115,8,RENT,11000,VENTURE,9.63,0.18,7,646,No,0
32,male,Bachelor,62700,8,RENT,11000,MEDICAL,7.29,0.18,5,707,No,0
28,male,High School,56406,7,RENT,11000,MEDICAL,14.74,0.2,7,640,No,0
27,male,High School,63554,8,RENT,11000,PERSONAL,11.34,0.17,9,576,Yes,0
30,female,Bachelor,64703,9,RENT,11000,MEDICAL,6.62,0.17,9,718,Yes,0
27,male,High School,43920,6,MORTGAGE,2500,HOMEIMPROVEMENT,9.63,0.06,7,644,No,0
34,female,Bachelor,44260,9,MORTGAGE,12000,PERSONAL,16,0.27,10,647,Yes,0
28,male,Bachelor,44515,5,MORTGAGE,1400,PERSONAL,15.37,0.03,9,612,No,0
28,female,Master,67072,6,RENT,11000,MEDICAL,7.49,0.16,5,632,Yes,0
31,female,Bachelor,66964,12,RENT,11000,VENTURE,11.01,0.16,9,658,Yes,0
29,female,Bachelor,63397,4,RENT,11000,HOMEIMPROVEMENT,15.62,0.17,10,710,No,0
27,male,Associate,73148,1,RENT,11000,HOMEIMPROVEMENT,10.71,0.15,7,655,No,0
28,male,Bachelor,43857,2,MORTGAGE,2400,VENTURE,10.71,0.05,7,599,No,0
30,female,Associate,75889,5,RENT,11000,EDUCATION,11.01,0.14,9,698,No,0
35,male,High School,80322,14,RENT,11000,PERSONAL,9.32,0.14,10,597,Yes,0
28,female,High School,82804,5,RENT,11000,VENTURE,11.49,0.13,5,624,Yes,0
29,female,Bachelor,83616,8,RENT,11000,PERSONAL,14.61,0.13,5,694,Yes,0
28,male,Master,85022,1,RENT,11000,VENTURE,13.79,0.13,8,604,No,0
33,male,Bachelor,77788,8,RENT,11000,VENTURE,15.68,0.14,5,655,No,0
28,female,High School,91163,4,RENT,11000,PERSONAL,7.51,0.12,9,684,Yes,0
29,male,High School,44266,4,MORTGAGE,14000,PERSONAL,14.27,0.32,5,658,Yes,0
28,female,High School,79132,8,RENT,11000,MEDICAL,16.35,0.14,8,625,No,0
35,female,Associate,100583,15,RENT,11000,VENTURE,11.01,0.11,6,571,Yes,0
27,female,Master,101335,7,RENT,11000,MEDICAL,9.76,0.11,7,685,Yes,0
27,male,Bachelor,43912,5,MORTGAGE,2000,VENTURE,15.58,0.05,5,584,Yes,0
35,male,Associate,108966,14,RENT,11000,PERSONAL,11.99,0.1,10,648,No,0
34,male,High School,112484,9,RENT,11000,HOMEIMPROVEMENT,12.53,0.1,10,672,Yes,0
31,male,Master,113947,10,RENT,11000,HOMEIMPROVEMENT,7.49,0.1,9,654,No,0
35,male,Associate,44401,12,MORTGAGE,3000,PERSONAL,11.86,0.07,8,628,Yes,0
27,female,Associate,103299,3,RENT,11000,EDUCATION,15.99,0.11,6,506,No,0
27,male,Bachelor,125961,5,RENT,11000,DEBTCONSOLIDATION,11.01,0.09,8,580,No,0
30,female,Associate,166105,4,RENT,11000,VENTURE,7.49,0.07,10,605,No,0
31,female,Master,44686,8,MORTGAGE,8000,VENTURE,14.46,0.18,9,587,Yes,0
32,male,Associate,29300,9,RENT,10800,DEBTCONSOLIDATION,7.75,0.37,8,605,No,0
29,male,Master,39657,9,RENT,10800,DEBTCONSOLIDATION,13.57,0.27,6,657,No,0
34,female,Associate,35874,13,RENT,10800,HOMEIMPROVEMENT,9.63,0.3,10,723,No,0
28,male,Master,40726,9,RENT,10800,EDUCATION,12.09,0.27,6,644,No,0
33,female,High School,44695,11,MORTGAGE,8500,HOMEIMPROVEMENT,11.01,0.19,6,672,No,0
30,male,High School,48638,6,RENT,10800,VENTURE,13.57,0.22,7,595,No,0
33,female,Bachelor,44662,12,MORTGAGE,3200,HOMEIMPROVEMENT,7.37,0.07,6,546,Yes,0
29,male,Associate,51323,9,RENT,10800,DEBTCONSOLIDATION,16.29,0.21,7,594,No,0
33,female,Associate,37621,12,MORTGAGE,10000,HOMEIMPROVEMENT,9.33,0.27,6,629,No,0
34,male,Bachelor,58515,14,RENT,10800,DEBTCONSOLIDATION,10.99,0.18,7,673,Yes,0
29,male,Bachelor,44529,6,MORTGAGE,2500,PERSONAL,6.62,0.06,7,643,Yes,0
27,male,Bachelor,44911,5,MORTGAGE,5000,VENTURE,5.42,0.11,5,622,Yes,0
28,male,Bachelor,60688,5,RENT,10800,PERSONAL,13.49,0.18,5,611,No,0
29,female,Bachelor,63785,4,RENT,10800,DEBTCONSOLIDATION,14.27,0.17,5,637,No,0
28,male,Associate,63808,7,RENT,10800,MEDICAL,7.88,0.17,8,597,Yes,0
27,female,Bachelor,58553,3,RENT,10800,DEBTCONSOLIDATION,15.99,0.18,8,525,No,0
35,male,High School,67366,15,RENT,10800,EDUCATION,9.91,0.16,8,674,Yes,0
27,female,Bachelor,45025,5,MORTGAGE,5500,DEBTCONSOLIDATION,13.57,0.12,8,690,Yes,0
27,female,Master,84882,9,RENT,10800,EDUCATION,14.91,0.13,10,701,No,0
31,female,Bachelor,45425,11,MORTGAGE,1600,HOMEIMPROVEMENT,9.62,0.04,8,602,Yes,0
28,female,Master,45292,6,OWN,15000,HOMEIMPROVEMENT,13.61,0.33,10,597,Yes,0
27,male,Associate,100003,7,RENT,10800,MEDICAL,9.76,0.11,8,688,Yes,0
28,male,Bachelor,162894,5,RENT,10800,MEDICAL,11.01,0.07,7,676,Yes,0
27,male,Associate,45646,4,MORTGAGE,8800,DEBTCONSOLIDATION,11.48,0.19,6,633,No,0
27,female,Bachelor,30941,5,RENT,10750,DEBTCONSOLIDATION,10.25,0.35,10,641,No,0
31,male,Doctorate,31187,9,RENT,10750,EDUCATION,12.53,0.34,8,593,No,0
29,female,Bachelor,35687,3,RENT,10750,DEBTCONSOLIDATION,7.51,0.3,10,633,No,0
35,female,Master,45649,13,OWN,4650,EDUCATION,6.62,0.1,8,691,No,0
33,female,High School,67049,9,RENT,10725,EDUCATION,13.16,0.16,6,627,Yes,0
34,female,Bachelor,45357,9,OWN,5000,EDUCATION,7.9,0.11,10,643,Yes,0
32,female,Master,38591,9,MORTGAGE,3000,DEBTCONSOLIDATION,7.51,0.08,7,652,No,0
27,female,Associate,45807,3,OWN,5000,MEDICAL,9.91,0.11,6,619,No,0
28,male,High School,45578,5,MORTGAGE,18250,MEDICAL,7.49,0.4,10,568,Yes,0
30,female,Associate,32555,9,RENT,10625,DEBTCONSOLIDATION,14.27,0.33,9,707,No,0
27,male,Associate,45698,9,OWN,8000,HOMEIMPROVEMENT,10.99,0.18,10,682,No,0
27,male,High School,34636,6,RENT,10625,MEDICAL,7.9,0.31,5,666,No,0
32,female,Bachelor,45620,6,MORTGAGE,3000,PERSONAL,11.49,0.07,7,675,No,0
28,female,High School,45194,5,MORTGAGE,10000,EDUCATION,7.49,0.22,6,581,Yes,0
34,male,Bachelor,45030,11,MORTGAGE,4400,DEBTCONSOLIDATION,10.99,0.1,5,707,Yes,0
35,male,Associate,38010,11,MORTGAGE,8875,PERSONAL,11.99,0.23,7,660,No,0
27,female,High School,40590,5,RENT,10625,MEDICAL,6.62,0.26,5,553,No,0
28,male,Bachelor,45926,2,MORTGAGE,1000,PERSONAL,10.99,0.02,6,605,Yes,0
31,female,Associate,41846,7,RENT,10625,PERSONAL,14.79,0.25,6,711,No,0
29,male,Master,42994,8,RENT,10625,DEBTCONSOLIDATION,7.9,0.25,8,625,Yes,0
33,female,Bachelor,38365,9,MORTGAGE,13000,PERSONAL,10.74,0.34,6,669,No,0
35,male,Master,47632,12,RENT,10625,PERSONAL,11.01,0.22,9,685,Yes,0
29,male,Associate,45465,6,OWN,2800,EDUCATION,7.66,0.06,5,618,Yes,0
34,female,Associate,43027,12,RENT,10600,MEDICAL,15.96,0.25,10,591,Yes,0
33,male,High School,80182,9,RENT,10600,PERSONAL,12.99,0.13,7,670,Yes,0
33,female,Associate,42711,12,RENT,10550,MEDICAL,11.01,0.25,10,668,No,0
29,male,Bachelor,60410,8,RENT,10525,DEBTCONSOLIDATION,7.9,0.17,6,689,No,0
29,female,Associate,45671,5,MORTGAGE,4800,HOMEIMPROVEMENT,10.36,0.11,7,615,Yes,0
33,female,Bachelor,45397,12,MORTGAGE,13000,PERSONAL,10.36,0.29,7,608,Yes,0
35,male,Bachelor,38427,13,MORTGAGE,5000,DEBTCONSOLIDATION,14.46,0.13,5,666,No,0
32,male,Master,45534,11,MORTGAGE,12000,HOMEIMPROVEMENT,11.86,0.26,9,683,No,0
30,male,High School,38383,8,MORTGAGE,13000,EDUCATION,7.88,0.34,8,618,No,0
34,female,High School,46763,9,RENT,10500,MEDICAL,13.49,0.22,5,650,Yes,0
33,female,Associate,47055,10,RENT,10500,MEDICAL,11.99,0.22,8,505,No,0
28,female,High School,48843,4,RENT,10500,EDUCATION,14.27,0.21,10,631,No,0
31,male,Bachelor,60935,8,RENT,10500,PERSONAL,6.17,0.17,8,687,Yes,0
30,female,Bachelor,53834,6,RENT,10500,PERSONAL,15.58,0.2,10,624,No,0
33,female,Bachelor,65652,8,RENT,10500,DEBTCONSOLIDATION,11.14,0.16,6,675,No,0
31,female,Associate,45256,9,MORTGAGE,22000,DEBTCONSOLIDATION,12.73,0.49,7,708,Yes,0
28,female,Associate,72797,4,RENT,10500,HOMEIMPROVEMENT,15.27,0.14,6,638,Yes,0
34,male,Master,75726,14,RENT,10500,EDUCATION,11.26,0.14,5,713,Yes,0
31,male,Bachelor,80385,8,RENT,10500,HOMEIMPROVEMENT,12.69,0.13,10,597,Yes,0
28,female,Master,90827,7,RENT,10500,MEDICAL,9.63,0.12,10,667,Yes,0
27,male,Bachelor,91627,3,RENT,10500,HOMEIMPROVEMENT,12.69,0.11,5,567,Yes,0
31,male,Associate,422825,6,RENT,10500,VENTURE,15.7,0.02,6,587,Yes,0
34,male,Associate,67824,12,RENT,10450,PERSONAL,7.51,0.15,10,562,No,0
29,male,High School,25915,4,RENT,10400,PERSONAL,8.49,0.4,9,630,No,0
27,female,Associate,37607,0,RENT,10400,VENTURE,6.91,0.28,6,548,No,0
29,male,Master,38441,7,RENT,10400,MEDICAL,10.71,0.27,7,701,No,0
32,male,High School,39351,6,RENT,10400,DEBTCONSOLIDATION,15.27,0.26,9,614,No,0
28,female,Doctorate,47969,2,RENT,10400,EDUCATION,10.37,0.22,10,664,No,0
30,female,Associate,38260,5,MORTGAGE,12000,VENTURE,14.42,0.31,5,594,No,0
27,male,Associate,55151,7,RENT,10400,DEBTCONSOLIDATION,14.65,0.19,9,664,Yes,0
30,male,Bachelor,45564,9,MORTGAGE,9000,PERSONAL,6.54,0.2,7,692,No,0
27,male,Associate,62913,6,RENT,10400,PERSONAL,18.25,0.17,6,629,No,0
27,male,Associate,75325,4,RENT,10400,EDUCATION,13.49,0.14,10,684,Yes,0
29,female,Bachelor,38314,7,MORTGAGE,3000,DEBTCONSOLIDATION,16.82,0.08,5,571,No,0
28,female,Associate,79288,2,RENT,10400,PERSONAL,5.42,0.13,8,650,Yes,0
27,male,Associate,97481,4,RENT,10400,EDUCATION,11.86,0.11,6,633,Yes,0
27,male,Associate,42998,4,RENT,10375,MEDICAL,14.27,0.24,5,649,Yes,0
29,male,High School,40046,3,RENT,10275,VENTURE,6.62,0.26,8,610,No,0
30,male,Associate,45535,6,MORTGAGE,6600,MEDICAL,13.49,0.14,9,586,Yes,0
33,female,Bachelor,45535,15,MORTGAGE,3000,EDUCATION,6.92,0.07,5,597,Yes,0
29,female,High School,91069,4,RENT,10250,VENTURE,12.23,0.11,10,623,Yes,0
28,male,Bachelor,60897,8,RENT,10225,EDUCATION,11.01,0.17,7,649,Yes,0
29,male,Bachelor,36809,6,RENT,10200,VENTURE,17.99,0.28,10,608,No,0
28,female,Bachelor,55040,6,RENT,3600,MEDICAL,16.29,0.07,7,683,No,0
27,female,High School,55051,4,RENT,3600,VENTURE,12.42,0.07,8,455,Yes,0
28,male,Bachelor,45631,7,MORTGAGE,5500,PERSONAL,5.42,0.12,5,579,Yes,0
33,female,Associate,58650,3,RENT,3600,DEBTCONSOLIDATION,11.99,0.06,10,681,No,0
32,female,Bachelor,58675,11,RENT,3600,DEBTCONSOLIDATION,6.92,0.06,5,705,Yes,0
35,female,Associate,46407,10,MORTGAGE,10750,VENTURE,15.95,0.23,5,664,No,0
29,female,High School,61096,6,RENT,3600,MEDICAL,15.27,0.06,10,607,Yes,0
34,female,Master,60825,14,RENT,3600,PERSONAL,11.99,0.06,7,684,No,0
33,male,Associate,61183,9,RENT,3600,EDUCATION,13.8,0.06,5,653,Yes,0
29,male,Bachelor,63322,8,RENT,3600,PERSONAL,11.71,0.06,8,582,No,0
33,male,Associate,64627,5,RENT,3600,DEBTCONSOLIDATION,9.25,0.06,5,602,Yes,0
29,female,High School,66915,7,RENT,3600,DEBTCONSOLIDATION,9.63,0.05,5,695,No,0
33,male,Associate,66968,13,RENT,3600,PERSONAL,6.99,0.05,6,695,Yes,0
34,female,Bachelor,45940,9,MORTGAGE,12000,MEDICAL,11.01,0.26,7,667,Yes,0
31,male,High School,67077,6,RENT,3600,EDUCATION,7.51,0.05,7,643,No,0
28,male,High School,60116,4,RENT,3600,VENTURE,13.98,0.06,9,553,No,0
28,female,Associate,73106,9,RENT,3600,EDUCATION,9.63,0.05,5,683,No,0
30,male,Master,72990,6,RENT,3600,DEBTCONSOLIDATION,8.59,0.05,9,630,No,0
28,male,Master,73281,8,RENT,3600,DEBTCONSOLIDATION,12.21,0.05,10,649,Yes,0
33,male,Bachelor,45891,12,MORTGAGE,6500,EDUCATION,15.33,0.14,7,643,Yes,0
30,male,High School,83749,10,RENT,3600,MEDICAL,13.99,0.04,10,633,Yes,0
27,female,Associate,77525,5,RENT,3600,PERSONAL,7.49,0.05,5,612,No,0
27,male,Associate,84797,1,RENT,3600,MEDICAL,14.79,0.04,10,685,Yes,0
28,female,Associate,46330,7,OWN,20000,MEDICAL,11.48,0.43,5,568,Yes,0
33,female,Bachelor,89821,7,RENT,3600,DEBTCONSOLIDATION,15.27,0.04,9,692,No,0
28,male,High School,46241,4,MORTGAGE,4000,EDUCATION,11.71,0.09,8,694,No,0
28,female,Associate,99616,3,RENT,3600,VENTURE,9.63,0.04,8,555,Yes,0
35,male,Master,39108,13,MORTGAGE,8000,DEBTCONSOLIDATION,13.92,0.2,5,680,No,0
35,male,Associate,102741,11,RENT,3600,DEBTCONSOLIDATION,7.51,0.04,6,689,No,0
31,male,Master,75707,3,RENT,3600,MEDICAL,15.95,0.05,9,716,No,0
30,male,Associate,108761,6,RENT,3600,EDUCATION,14.91,0.03,6,618,Yes,0
34,male,Bachelor,39046,12,MORTGAGE,1700,PERSONAL,11.01,0.04,9,584,No,0
29,male,Master,99686,8,RENT,3600,PERSONAL,10.99,0.04,9,540,No,0
27,male,Bachelor,128482,2,RENT,3600,EDUCATION,14.27,0.03,5,566,Yes,0
30,female,Bachelor,132814,8,RENT,3600,DEBTCONSOLIDATION,10.71,0.03,8,691,Yes,0
33,female,High School,123500,10,RENT,3600,MEDICAL,11.01,0.03,6,628,No,0
31,male,Associate,193032,11,RENT,3600,VENTURE,15.23,0.02,7,642,No,0
33,male,Associate,25030,9,RENT,3625,EDUCATION,6.99,0.14,9,611,Yes,0
27,female,Master,65641,3,RENT,3625,EDUCATION,7.9,0.06,6,641,Yes,0
32,male,Associate,79210,12,RENT,3625,PERSONAL,6.03,0.05,8,584,Yes,0
31,female,Bachelor,133176,8,RENT,3650,PERSONAL,9.63,0.03,6,659,No,0
35,female,Bachelor,24066,10,RENT,3675,VENTURE,8.49,0.15,7,680,No,0
32,female,Bachelor,31116,14,RENT,3700,DEBTCONSOLIDATION,9.91,0.12,6,714,No,0
28,male,Associate,31362,4,RENT,3700,EDUCATION,9.62,0.12,8,681,No,0
31,male,Bachelor,35793,6,RENT,3700,PERSONAL,9.91,0.1,7,667,No,0
28,female,Bachelor,48958,10,RENT,3700,PERSONAL,15.96,0.08,8,635,Yes,0
31,male,Associate,46511,9,OWN,14000,VENTURE,9.91,0.3,5,672,No,0
30,female,High School,46018,5,MORTGAGE,6000,PERSONAL,6.62,0.13,5,691,Yes,0
35,female,Bachelor,75920,13,RENT,3700,EDUCATION,11.01,0.05,8,707,No,0
34,male,Associate,46629,11,MORTGAGE,12775,DEBTCONSOLIDATION,9.91,0.27,5,576,Yes,0
27,female,High School,85280,4,RENT,3700,HOMEIMPROVEMENT,11.01,0.04,5,477,No,0
28,female,Associate,114008,8,RENT,3700,EDUCATION,7.9,0.03,9,612,No,0
34,male,Bachelor,31316,10,RENT,3750,PERSONAL,12.99,0.12,6,679,Yes,0
30,female,Bachelor,46824,11,OWN,12600,MEDICAL,11.01,0.27,8,673,Yes,0
32,female,Bachelor,60920,10,RENT,3775,HOMEIMPROVEMENT,6.17,0.06,8,698,No,0
32,female,Associate,16631,11,RENT,3800,PERSONAL,7.29,0.23,9,497,No,0
35,female,Associate,46457,12,MORTGAGE,5000,HOMEIMPROVEMENT,6.62,0.11,7,560,No,0
32,female,Master,46722,6,OWN,4000,VENTURE,14.65,0.09,9,667,No,0
28,female,Bachelor,46434,7,MORTGAGE,10200,VENTURE,11.01,0.22,10,544,No,0
28,male,High School,46545,4,OWN,6425,VENTURE,5.42,0.14,8,643,Yes,0
32,female,Bachelor,82297,12,RENT,3800,VENTURE,16.89,0.05,8,699,No,0
35,female,Master,46778,10,MORTGAGE,9600,VENTURE,7.49,0.21,9,646,Yes,0
27,female,High School,46500,2,OWN,6500,MEDICAL,5.42,0.14,6,628,Yes,0
31,male,Master,46572,10,OWN,10400,VENTURE,11.49,0.22,10,708,Yes,0
28,male,Associate,36910,7,RENT,3825,EDUCATION,14.27,0.1,8,634,Yes,0
32,female,Bachelor,46535,10,MORTGAGE,8000,HOMEIMPROVEMENT,13.49,0.17,6,700,Yes,0
33,male,Bachelor,46557,9,OWN,10000,MEDICAL,10.99,0.21,10,673,No,0
31,female,High School,59650,9,RENT,3850,MEDICAL,9.62,0.06,6,586,Yes,0
28,male,Master,25130,3,RENT,3900,VENTURE,12.53,0.16,9,629,No,0
31,male,Bachelor,24861,5,RENT,3900,MEDICAL,14.79,0.16,6,572,Yes,0
32,male,Master,46753,12,MORTGAGE,10000,VENTURE,10.37,0.21,6,688,Yes,0
28,female,Bachelor,37128,6,RENT,3900,VENTURE,11.99,0.11,8,678,Yes,0
31,female,Associate,45699,11,RENT,3900,EDUCATION,11.01,0.09,8,638,Yes,0
35,male,Associate,46655,15,MORTGAGE,2400,MEDICAL,10.37,0.05,5,565,Yes,0
28,male,Master,67038,5,RENT,3900,MEDICAL,11.99,0.06,10,726,Yes,0
29,female,High School,33534,3,RENT,3975,HOMEIMPROVEMENT,12.17,0.12,5,636,No,0
27,male,Associate,15695,4,RENT,4000,VENTURE,14.22,0.25,7,633,No,0
27,female,Doctorate,39675,3,MORTGAGE,4500,HOMEIMPROVEMENT,9.99,0.11,8,549,No,0
29,female,Associate,46081,2,MORTGAGE,6000,EDUCATION,15.21,0.13,9,655,No,0
31,female,Master,46491,10,OWN,13750,PERSONAL,15.21,0.3,5,722,No,0
28,male,Bachelor,18364,5,RENT,4000,MEDICAL,13.11,0.22,8,661,No,0
31,female,Bachelor,18884,8,RENT,4000,VENTURE,11.49,0.21,6,635,No,0
28,female,High School,46613,4,MORTGAGE,8400,VENTURE,7.51,0.18,7,597,Yes,0
29,female,Master,46578,6,MORTGAGE,3600,EDUCATION,7.14,0.08,9,518,Yes,0
30,male,High School,18857,7,RENT,4000,HOMEIMPROVEMENT,13.67,0.21,7,636,No,0
31,male,Bachelor,46580,11,MORTGAGE,2000,MEDICAL,11.36,0.04,8,663,Yes,0
30,male,High School,21005,10,RENT,4000,VENTURE,14.22,0.19,7,607,No,0
31,male,Bachelor,21302,9,RENT,4000,MEDICAL,14.59,0.19,9,670,No,0
27,male,Associate,21369,3,RENT,4000,VENTURE,14.42,0.19,8,566,No,0
35,male,Master,46543,12,MORTGAGE,15000,MEDICAL,10.99,0.32,5,688,Yes,0
35,female,Bachelor,39251,11,MORTGAGE,10750,DEBTCONSOLIDATION,14.96,0.27,5,716,No,0
32,male,Master,22500,8,RENT,4000,EDUCATION,15.2,0.18,10,555,No,0
28,male,Bachelor,22839,7,RENT,4000,VENTURE,11.12,0.18,8,634,No,0
31,male,High School,22590,7,RENT,4000,EDUCATION,12.84,0.18,5,610,No,0
29,female,High School,46582,8,MORTGAGE,8000,EDUCATION,8.59,0.17,6,675,No,0
33,female,Master,46483,11,MORTGAGE,2500,EDUCATION,13.22,0.05,6,664,No,0
28,male,Master,24002,4,RENT,4000,DEBTCONSOLIDATION,12.69,0.17,8,628,No,0
34,female,Associate,46434,9,OWN,10000,VENTURE,8.94,0.22,6,640,Yes,0
29,male,Bachelor,24131,7,RENT,4000,PERSONAL,10.37,0.17,6,634,No,0
34,male,High School,46682,13,MORTGAGE,14500,PERSONAL,12.84,0.31,6,524,Yes,0
35,female,Bachelor,24761,13,RENT,4000,PERSONAL,11.12,0.16,10,708,No,0
30,male,High School,24960,8,RENT,4000,DEBTCONSOLIDATION,16.45,0.16,9,694,No,0
27,male,Bachelor,25096,6,RENT,4000,MEDICAL,10.65,0.16,8,566,Yes,0
28,female,Associate,24991,5,RENT,4000,DEBTCONSOLIDATION,10.99,0.16,9,695,Yes,0
27,female,Associate,39712,5,MORTGAGE,7500,MEDICAL,11.59,0.19,9,628,No,0
28,female,Associate,25010,6,RENT,4000,PERSONAL,14.59,0.16,9,627,Yes,0
28,male,Associate,25004,3,RENT,4000,HOMEIMPROVEMENT,13.11,0.16,6,516,No,0
27,male,Associate,46300,7,MORTGAGE,5000,DEBTCONSOLIDATION,9.76,0.11,5,618,Yes,0
33,male,Associate,25021,13,RENT,4000,PERSONAL,13.47,0.16,8,647,Yes,0
29,male,Associate,46561,4,MORTGAGE,2450,HOMEIMPROVEMENT,11.01,0.05,6,620,Yes,0
27,female,Associate,26496,4,RENT,4000,MEDICAL,11.49,0.15,9,685,Yes,0
29,female,Master,25995,7,RENT,4000,MEDICAL,5.79,0.15,10,673,Yes,0
30,female,High School,26539,7,RENT,4000,DEBTCONSOLIDATION,12.87,0.15,7,689,No,0
32,male,High School,26711,9,RENT,4000,DEBTCONSOLIDATION,8.07,0.15,10,581,Yes,0
29,male,Associate,27409,2,RENT,4000,PERSONAL,12.42,0.15,7,613,No,0
27,female,Bachelor,27397,2,RENT,4000,EDUCATION,6.39,0.15,10,596,Yes,0
32,female,Bachelor,28226,12,RENT,4000,DEBTCONSOLIDATION,11.01,0.14,8,698,Yes,0
32,female,Associate,28593,9,RENT,4000,DEBTCONSOLIDATION,14.22,0.14,6,610,Yes,0
27,male,Bachelor,28887,2,RENT,4000,PERSONAL,7.49,0.14,6,680,Yes,0
31,male,High School,29657,6,RENT,4000,EDUCATION,6.76,0.13,9,691,Yes,0
27,female,Master,46288,0,MORTGAGE,6500,DEBTCONSOLIDATION,13.79,0.14,8,568,No,0
31,female,High School,29621,11,RENT,4000,PERSONAL,13.48,0.14,6,603,No,0
27,female,Master,30106,4,RENT,4000,DEBTCONSOLIDATION,12.87,0.13,10,626,No,0
32,female,Master,47109,9,MORTGAGE,8400,EDUCATION,8.38,0.18,9,704,No,0
29,male,Bachelor,30869,4,RENT,4000,VENTURE,5.42,0.13,6,596,Yes,0
